Date,Close,High,Low,Open,Volume
2019-01-02,37.503726959228516,37.724590460067255,36.6274044817337,36.784145853458895,148158800
2019-01-03,33.7680778503418,34.60640172363963,33.72295500680148,34.19317547745964,365248800
2019-01-04,35.209617614746094,35.27849047559891,34.1504337518255,34.32379724419946,234428400
2019-01-07,35.13124465942383,35.34498388334802,34.64914915949289,35.31410959435231,219111200
2019-01-08,35.80094909667969,36.05506039185335,35.271357298819396,35.518340693165854,164101200
2019-01-09,36.408912658691406,36.6986453479839,35.534967488442895,35.929190786032024,180396400
2019-01-10,36.5252799987793,36.565652109291655,35.82707186978907,36.216548044796546,143122800
2019-01-11,36.16667938232422,36.50153493832651,35.98144090958733,36.306798636311406,108092800
2019-01-14,35.62283706665039,35.924444768462564,35.437598603803195,35.82470125952503,129756800
2019-01-15,36.351924896240234,36.42791840883774,35.634717322934954,35.68696444823326,114843600
2019-01-16,36.796016693115234,37.01925372022599,36.33529408375769,36.35429336518652,122278800
2019-01-17,37.01449966430664,37.44197439864599,36.3970357565118,36.62027276354135,119284800
2019-01-18,37.24249267578125,37.49422682619904,37.043002022319946,37.4039811406747,135004000
2019-01-22,36.40654754638672,37.2211215121317,36.2450554347819,37.145127995415336,121576000
2019-01-23,36.55378341674805,36.84351614102213,36.02656509052752,36.60840409054777,92522400
2019-01-24,36.264060974121094,36.68678517553782,36.03607676090995,36.59891663750267,101766000
2019-01-25,37.46573257446289,37.55360472379612,36.64878503179591,36.92426561509673,134142000
2019-01-28,37.11900329589844,37.1261275746307,36.49204140125868,36.997883309964045,104768400
2019-01-29,36.734275817871094,37.553604147254646,36.59891089197935,37.10712999950282,166348800
2019-01-30,39.24449920654297,39.45823481777731,38.05232036425895,38.76952796047286,244439200
2019-01-31,39.5271110534668,40.13507372055917,39.08063688443312,39.448740356323015,162958400
2019-02-01,39.546104431152344,40.13031699712782,39.405985168485806,39.65059867839811,130672400
2019-02-04,40.66940689086914,40.76677685151774,39.72658881786463,39.757463103861134,125982000
2019-02-05,41.365230560302734,41.5789697254178,40.93063520109331,41.05175152470589,144406400
2019-02-06,41.379486083984375,41.6953423197784,41.049381294111875,41.47685241143466,112958400
2019-02-07,40.595794677734375,41.30825157661004,40.45330184846197,40.94252167255768,126966800
2019-02-08,40.64348602294922,40.70311205010361,40.16886153665804,40.30481062542633,95280000
2019-02-11,40.409751892089844,40.83429258000177,40.366822896722226,40.79613104681893,83973600
2019-02-12,40.757972717285156,40.78420831850001,40.47415220576565,40.56955604622166,89134000
2019-02-13,40.58863067626953,41.13719089744632,40.52662091325393,40.87722227186637,89960800
2019-02-14,40.73649978637695,40.84620963108841,40.39782441124615,40.476531198600185,87342800
2019-02-15,40.645877838134766,40.95116286674207,40.486080490292245,40.843836724374356,98507200
2019-02-19,40.76750183105469,40.88914124452737,40.42405900288239,40.476530193148335,75891200
2019-02-20,41.02986145019531,41.33753378782997,40.781818778905716,40.82951887269788,104457600
2019-02-21,40.79851531982422,41.11095514343004,40.61725349372424,40.9750096836761,68998800
2019-02-22,41.25407409667969,41.26122893194123,40.87485327067591,40.922553385514696,75652800
2019-02-25,41.55457305908203,41.945719682081254,41.48779219461515,41.537879662607395,87493600
2019-02-26,41.57842254638672,41.809771827642344,41.30175690127716,41.430551160576144,68280800
2019-02-27,41.70721435546875,41.73822105568102,41.196815683559215,41.311300281596466,111341600
2019-02-28,41.296993255615234,41.71676290033313,41.24213831860219,41.57604632138093,112861600
2019-03-01,41.73106384277344,41.77399283512558,41.234974864095655,41.56649542685582,103544800
2019-03-04,41.94095230102539,42.39410868782575,41.4925633764932,41.902790767174956,109744800
2019-03-05,41.864627838134766,41.97672506553204,41.62850744949889,41.962415400636054,78949600
2019-03-06,41.623741149902344,41.855090443606244,41.485408319904245,41.65951531314144,83241600
2019-03-07,41.1419677734375,41.60466642807359,41.0274867951546,41.468717309443846,99185600
2019-03-08,41.23975372314453,41.27791526082564,40.426453692828076,40.622028843980345,95997600
2019-03-11,42.668392181396484,42.72086338701754,41.82170533647012,41.855095772839455,128044000
2019-03-12,43.14778137207031,43.56754731458191,42.7804829879991,42.93074174869042,129870400
2019-03-13,43.33858871459961,43.71780942231808,43.15016840672244,43.46737934842093,124130000
2019-03-14,43.82036590576172,43.908614914858006,43.54131649050845,43.8609111740343,94318000
2019-03-15,44.390384674072266,44.678976254213644,43.82274735566281,44.08748706861486,156171600
2019-03-18,44.84354019165039,44.93178554071585,44.31167344863982,44.31406081869042,104879200
2019-03-19,44.488182067871094,45.07490392114361,44.34269438014027,44.92226139953133,126585600
2019-03-20,44.87694549560547,45.194156478384144,44.058874300168924,44.41663055512888,124140800
2019-03-21,46.52976989746094,46.825516329115906,45.2704683808724,45.320555849510406,204136800
2019-03-22,45.56621551513672,47.14988281885893,45.501818379976086,46.58939664841029,169630800
2019-03-25,45.0152587890625,45.78800963482693,44.504860232689936,45.675912432509676,175381200
2019-03-26,44.55017852783203,46.00267123954299,44.023086513229856,45.71169595103682,199202000
2019-03-27,44.95087432861328,45.25854305952079,44.49294682904075,45.01765519484567,119393600
2019-03-28,45.010501861572266,45.210844466944145,44.72668135098658,45.065356795101245,83121600
2019-03-29,45.303863525390625,45.33487023011922,44.96757179333069,45.275244191354744,94256000
2019-04-01,45.611541748046875,45.71648053267406,44.929419631902334,45.706941966538885,111448000
2019-04-02,46.274574279785156,46.379516683711444,45.56621669256709,45.57575525688568,91062800
2019-04-03,46.59177780151367,46.86605606321849,46.06706586546028,46.09091773138408,93087200
2019-04-04,46.67286682128906,46.83504785864529,46.06468065263587,46.458210952731875,76457200
2019-04-05,46.985313415527344,47.009165284142306,46.7301122506272,46.85413541671345,74106400
2019-04-08,47.724674224853516,47.75567728467312,46.82789643538214,46.846977201039394,103526800
2019-04-09,47.58156967163086,48.380559891254,47.51717254330135,47.7771447875635,143072800
2019-04-10,47.84869384765625,47.87731681584689,47.26674323132718,47.38599528748367,86781200
2019-04-11,47.45038986206055,47.93932399383451,47.32875408147207,47.90354983462724,83603200
2019-04-12,47.431312561035156,47.73421380848301,46.796894375967724,47.510019356322424,111042800
2019-04-15,47.51717758178711,47.66505261953051,47.22620224726255,47.362151350453125,70146400
